urn:epc:id:gtin:00071452500011,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00072830075084,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00180626000926,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00180626000360,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00180626000711,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00180626000735,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00180626000971,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00616909469512,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00672713999270,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00683203915663,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00696859187414,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00696859913297,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00696859913303,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00712324455519,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00785357016651,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00785357016668,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00785357016675,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00788709498006,gtin,,,GS1 US,candidate,WEB
urn:epc:id:gtin:00794504695519,gtin,,,GS1 US,candidate,WEB
