source_page,file_url,doc_type,title
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-dt80-firmware-release-notes-v922.pdf,driver,"Series 4, 3 and 2 Firmware"
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-dt80-firmware-release-notes-v918.pdf,driver,Series 2 and 3 Firmware
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-dt80-firmware-release-notes-v918-s1.pdf,driver,Series 1 Firmware
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-dtusb-release-notes.pdf,driver,USB Driver Release Notes
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-dtusb-dt80-series-users.pdf,driver,USB Driver Upgrade Guide
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-modem-upgrade-instructions-dt8xm.pdf,driver,Modem Firmware Updgrade Instructions
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-detransfer-release-notes.pdf,pdf,DeTransfer Release Notes
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/manuals/datataker-deload-users-manual.pdf,manual,DeLoad User Manual
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-deload-release-notes.pdf,pdf,DeLoad Release Notes
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,https://assets.thermofisher.com/TFS-Assets/ANZ/Technical-Notes/datataker-dump-dbd-release-notes-v13.pdf,pdf,Dump_dbd Release Notes
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,https://documents.thermofisher.com/TFS-Assets/BID/brochures/tmtpro-label-reagents-higher-multiplex-quantitation-brochure.pdf,pdf,#cq-textimage-jsp-b52e9954-42be-4fea-9a07-41c0ff986772MainParsystextimage_9ac8 { max-width: 100%; } #cq-textimage-jsp-b52e9954-42be-4fea-9a07-41c0ff986772MainPa
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,https://documents.thermofisher.com/TFS-Assets/BID/brochures/mass-spectrometry-core-essentials-brochure.pdf,pdf,#cq-textimage-jsp-b52e9954-42be-4fea-9a07-41c0ff986772MainParsystextimage_42fc { max-width: 100%; } #cq-textimage-jsp-b52e9954-42be-4fea-9a07-41c0ff986772MainPa
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,https://documents.thermofisher.com/TFS-Assets/BID/brochures/new-tools-improved-proteomics-results-brochure.pdf,pdf,#cq-textimage-jsp-b52e9954-42be-4fea-9a07-41c0ff986772MainParsystextimage_32c4 { max-width: 100%; } #cq-textimage-jsp-b52e9954-42be-4fea-9a07-41c0ff986772MainPa
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/respifinder-discontinuation-ltr_25sep2013.pdf,pdf,TrueScience RespiFinder Pathogen Identification Panels
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-8200-cellular-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234006.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-8200-cellular-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234007.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-6100-nucleic-acid-prepstation.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234011.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-6100-nucleic-acid-prepstation.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234014.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-6100-nucleic-acid-prepstation.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234006.pdf,manual,
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-3700-genetic-analyzer.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234036.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-3730-dna-analyzer.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/cms_085757.pdf,pdf,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-3730-dna-analyzer.html,https://downloads.thermofisher.com/instrument-software/dna-sequencing/ce/4472995A_relnotes.pdf,pdf,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-3730-dna-analyzer.html,https://downloads.thermofisher.com/Instrument_Software/CE/patches/DC_communication_patch_v3.0_readme.pdf,pdf,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/bigdye-direct-cycle-sequencing-kit.html,https://tools.thermofisher.com/content/sfs/manuals/cms_085757.pdf,manual,
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-software.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234228.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-software.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234318.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,https://downloads.thermofisher.com/GeneMapperID-Xv1.7.3.1_Patch/A40010795_GeneMapperID-X%201.7.3.1%20Release%20Notes.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,https://downloads.thermofisher.com/GeneMapperID-Xv1.7.3_Patch/A40007529%20GeneMapperID-X%201.7.3%20Release%20Notes.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,https://downloads.thermofisher.com/GeneMapperID-Xv1.7.2_Patch/GeneMapperID-X%201.7.2%20Release%20Notes.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,https://assets.thermofisher.com/TFS-Assets/GSD/Analysis-Files/About-VeriFiler-Express-3730-v1x-Analysis-Files.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/About-SeqStudio-v61X-Consolidated-Analysis.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/About-GlobalFiler-IQC-v4X-Analysis-Files.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/about-genemapper-id-x_v1%205%202.pdf,pdf,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,https://tools.thermofisher.com/content/sfs/brochures/cms_098019.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/microseq-identification-systems.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234268.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/microseq-identification-systems.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234329.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/microseq-identification-systems.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234271.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/microseq-identification-systems.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234024.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/solid-software.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234294.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,https://downloads.thermofisher.com/firmware/VeritiPro_1.0.1/VeritiPro-firmware-101-release-notes.pdf,driver,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,https://downloads.thermofisher.com/Veriti_patch_CAN-SG-20120701_V2.pdf,pdf,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7000-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234091.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7000-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234090.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234097.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234091.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234100.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234102.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234104.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234096.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234099.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-7700-sequence-detection-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234090.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ampflstr-identifiler-plus-pcr-amplification-kit.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234318.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ampflstr-identifiler-plus-pcr-amplification-kit.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234319.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7300-real-time-pcr-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234169.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7300-real-time-pcr-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234171.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7300-real-time-pcr-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234173.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7300-real-time-pcr-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/sds-software-release-notes-141.pdf,sds,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7500-fast-real-time-pcr-system.html,https://downloads.thermofisher.com/7500/4489518 - 7500F SDS Software SDS v1.5.1 with 21 CFR Part 11vSubmitted.pdf,sds,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7500-fast-real-time-pcr-system.html,https://downloads.thermofisher.com/7500/100023991 - 7500 and 7500F F Software v2.3_vSubmitted.pdf,pdf,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7500-real-time-pcr-system-for-human-identification.html,https://assets.thermofisher.com/TFS-Assets/GSD/Reference-Materials/read-me-hid-rt-pcr-analysis-v1-3-1-release-notes.pdf,pdf,Release Notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-viia-7-real-time-pcr-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/QuantStudio-Software-v1.3_README.pdf,pdf,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-viia-7-real-time-pcr-system.html,https://downloads.thermofisher.com/QuantStudio_Real_Time_PCR_Software/v1.6.1/100090860_QuantStudio%20Real-Time%20PCR%20Software%20v1.6.1_ReadMe_RevA.pdf,pdf,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7900ht-fast-real-timespcr-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234179.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7900ht-fast-real-timespcr-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234183.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7900ht-fast-real-timespcr-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234189.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7900ht-fast-real-timespcr-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/sds-241-patch-release-notes.pdf,sds,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7900ht-fast-real-timespcr-system.html,https://tools.thermofisher.com/content/sfs/manuals/cms_234090.pdf,manual,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/copycaller-software.html,https://downloads.thermofisher.com/Utilities/Misc/CopyCaller/2.1/CopyCaller_v2.1_ReleaseNotes.pdf,pdf,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/copycaller-software.html,https://tools.thermofisher.com/content/sfs/manuals/cms_062369.pdf,manual,User Guide
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/taqman-genotyper-software.html,https://downloads.thermofisher.com/Taqman_Genotyper/v1.7.1/100121672_RevA_Taqman%20Genotyper_v1.7.1_Release%20Note.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/5500-Series-Genetic-Analyzers.html,https://downloads.thermofisher.com/Instrument_Software/GS/5500/ICS-V1.2/5500%20Series%20Genetic%20Analyzers%20Instrument%20Control%20Software%20_ICS_%20Upgrade%20to%20v1.2%20Installation%20Instructions%20FINAL.pdf,manual,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/expressionsuite-software.html,https://downloads.thermofisher.com/ExpressionSuite/v1.3/100088081_RevA_ExpressionSuite_v1.3_Release_Notes_updated_20191202.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7500-real-time-pcr-system.html,https://downloads.thermofisher.com/7500/4489507 -7500 SDS Software v1.5.1 with 21 CFR Part 11vSubmitted.pdf,sds,Read me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-7500-real-time-pcr-system.html,https://downloads.thermofisher.com/7500/100023991 - 7500 and 7500F F Software v2.3_vSubmitted.pdf,pdf,Read Me
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/xsq-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/XSQToolsUserGuide.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/xsq-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/XSQ_file_format_specifications_v1.0.1.pdf,datasheet,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/xsq-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/XSQ_Webinar_2.15.2011.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/xsq-software.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/XSQ_Third_Party_Licenses.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/lifescope-genomic-analysis-software.html,https://downloads.thermofisher.com/Analysis_Software/GS/LifeScope/v2.5.1/LifeScope-v2.5.1_4476536_RN.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/lifescope-genomic-analysis-software.html,https://downloads.thermofisher.com/Analysis_Software/GS/LifeScope/v2.5.1/LifeScope-v2.5.1_4476537_UG.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/lifescope-genomic-analysis-software.html,https://downloads.thermofisher.com/Analysis_Software/GS/LifeScope/v2.5.1/LifeScope-v2.5.1_4476538_AUG.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-xl-core-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007989_EVOS%20XL%20Core_UG_Rev1%200%20(2).pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-xl-core-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007718_EVOS_xl_Core_QR_Rev2.0.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-xl-core-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/XL_Core_Software_License.PDF,pdf,View License
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-fl-auto.html,https://downloads.thermofisher.com/Instrument_Software/EVOS/Auto_Cell_Imaging_System/1.7/160222-EVOS_FL_Auto_v1.7_rev32044_Release_Notes-FINAL.pdf,pdf,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-fl-auto.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007986_EVOS%20FL%20Auto%20Download_Instructions_Rev1%200.pdf,manual,Installation Instructions
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-fl-auto.html,https://documents.thermofisher.com/TFS-Assets/LSG/manuals/evos_fl_auto_qr.pdf,manual,Quick Reference Guide
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-fl-auto.html,https://documents.thermofisher.com/TFS-Assets/LSG/manuals/evos_fl_auto_man.pdf,manual,User Manual
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-fl-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007988_EVOS%20FL%20and%20EVOS%20FL%20Color_Download_Instructions.pdf,manual,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-fl-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007988_EVOS%20FL%20and%20EVOS%20FL%20Color_UG_Rev1.0.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-fl-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007717_EVOS_FL_QR_Rev2.0.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-xl-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007987_EVOS%20XL_Download_Instructions_Rev1%200.pdf,manual,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-xl-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007987_EVOS%20XL_UG_Rev1%200.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-xl-cell-imaging-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/MAN0007711_EVOS_xl_QR_Rev2.0.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/westover-fisher-scientific-private-labeled-microscopes.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/install_guide_micron_2.0.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-gen-1-instrument.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/Firmware_Update_Procedure.pdf,driver,Installation Instructions
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-gen-1-instrument.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/Micron_UG.pdf,manual,Installation Instructions
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-gen-1-instrument.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/user_guide.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/evos-gen-1-instrument.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/software-downloads/qsg.pdf,pdf,Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/proflex-pcr-system.html,https://downloads.thermofisher.com/ProFlex%202.x.x%20Screen%20Calibration%20Patch%20Customer%20Notification.pdf,pdf,Customer notification
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/proflex-pcr-system.html,https://documents.thermofisher.com/TFS-Assets/BID/Reference-Materials/proflex-patch-customer-notification.pdf,pdf,Customer notification
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/proflex-pcr-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/ProFlex-firmware-115-release-notes.pdf,driver,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/proflex-pcr-system.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/proflex-firmware-114-release-notes.pdf,driver,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/simpliAmp-thermal-cycler.html,https://www.thermofisher.com/content/dam/LifeTech/Documents/PDFs/SimpliAmp-firmware-105-release-notes.pdf,driver,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/quantstudio-3d-analysissuite-local-appliance-software.html,https://downloads.thermofisher.com/Analysis_Software/qPCR/Quantstudio_3D_Analysis_Suite_Appliance_Software/3.1.1/ReleaseNotes3_1_Final.pdf,pdf,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/quantstudio-3d-analysissuite-local-appliance-software.html,https://downloads.thermofisher.com/Analysis_Software/qPCR/Quantstudio_3D_Analysis_Suite_Appliance_Software/3.1.1/4486248C_QS3D_AnalyisSte_QR_6Apr2016_v31.pdf,pdf,| Install guide
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/quantstudio-3d-analysissuite-local-appliance-software.html,https://downloads.thermofisher.com/4486248E.pdf,pdf,| Install guide
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/automated-thermal-cycler-atc-software.html,https://downloads.thermofisher.com/ATC/v1.4.0/ATC-Demo-Software-140-release-notes.pdf,pdf,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.6.0/iBright%20Analysis%20Software%20V5.6.0%20release%20notes.pdf,pdf,Release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v4.0.0/iBright%20Analysis%20Software%20Desktop_v4.0%20release%20notes_Final.pdf,pdf,Version 4.0.0 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v4.0.1/iBright%20Analysis%20Software%20Desktop%20V4.0.1%20release%20notes_FINAL.pdf,pdf,Version 4.0.1 release notes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ibright-western-imager.html,https://downloads.thermofisher.com/iBright/v5.0/iBright%20Analysis%20Software_V5.0%20release%20notes_Final.pdf,pdf,Version 5.0.0 release notes
